,id,Book_Name,Writer_Name,Category,Rating,Review,Site,sentiment,label,Book_name_without_spaces
3795,152138, মানুষ যা চায় তা কি পায়? (পেপারব্যাক)     , হুসাইন আল জাওয়াদ ," ঈমান, আক্বিদা ও তাওবাহ ",4,ভাল,Rokomari,positive,2,মানুষযাচায়তাকিপায়?(পেপারব্যাক)
3796,67620, ম্যাট্রিক্স এমপি থ্রী : কম্পিউটার ও তথ্য প্রযুক্তি (পেপারব্যাক)  বি.সি.এস. প্রিলিমিনারি পরীক্ষার জন্য   , ড. মোঃ সাখাওয়াত হোসেন , কম্পিউটার ও তথ্য-প্রযুক্তি ,4,ধন্যবাদ ❤,Rokomari,positive,2,ম্যাট্রিক্সএমপিথ্রী:কম্পিউটারওতথ্যপ্রযুক্তি(পেপারব্যাক)বি.সি.এস.প্রিলিমিনারিপরীক্ষারজন্য
3797,143664, দেশে বিদেশে (হার্ডকভার)     , সৈয়দ মুজতবা আলী , ভ্রমণ ও প্রবাস: ক্লাসিক ,4,বেশ ভাল,Rokomari,positive,2,দেশেবিদেশে(হার্ডকভার)
3798,7263, High Output Management (Paperback)     , Andrew S. Grove ," Foreign Language Books: Business, Investment and Economics ",4,"এটি অবশ্যই একটি সেরা ব্যবসায়ের বই পড়তে হবে।এবং এটি আমি ভাবতে পারি এমন সেরা ""ইঞ্জিনিয়ার্স"" বইয়ের সেরা ""এই বইটি কোওরায় সেরা পিপল ম্যানেজমেন্ট বইটি পড়তে পারে বলে তালিকাভুক্ত করা হয়েছে।এটি সেখানে অনেক শীর্ষ ভিসি দ্বারা সুপারিশ করা হয়েছে And অ্যান্ড্রু",Rokomari,positive,2,HighOutputManagement(Paperback)
3799,143506, চাঁদের অমাবস্যা  , সৈয়দ ওয়ালীউল্লাহ্‌ , চিরায়ত উপন্যাস ,4,"উপন্যাসের শুরু এভাবে যে, যুবক শিক্ষক ও কাদেরের সাক্ষাৎ হয় বাঁশঝাড়ে। সাক্ষাৎটা আকস্মিক, যদিও যুবক শিক্ষকের গভীর রাতে প্রকৃতি বিচরন করার কারনটা কাদেরকে অনুসরন করা। দাদা সাহেব এমন কি গ্রামের সবাই কাদের কে দরবেশ ভাবে, কিন্তু যুবক শিক্ষকের বিশ্বাসটা একটু কম।কা",Rokomari,positive,2,চাঁদেরঅমাবস্যা
3800,85407, পশ্চিম পাকিস্তানের শেষ রাজা     , প্রিয়জিৎ দেবসরকার , ইতিহাস সম্পর্কিত অনুবাদ বই ,4,"৫০তম চাকমা রাজা ত্রিদিব রায়, বাংলাদেশের ইতিহাসে এক কৌতূহলী চরিত্র। মুক্তিযুদ্ধে আপাত দৃষ্টিতে প্রত্যন্ত পাহাড়ি এক জনপদের একজন রাজার ভূমিকা পার্শ্বচরিত্রের মনে হলেও রাজা ত্রিদিব রায় ছিলেন একেবারেই ব্যতিক্রম।১৯৭০ এর সাধারণ নির্বাচনে আওয়ামী লীগ থেকে নির্",Rokomari,positive,2,পশ্চিমপাকিস্তানেরশেষরাজা
3801,15693, আল বিদায়া ওয়ান নিহায়া ১ম খণ্ড (হার্ডকভার)  ইসলামের ইতিহাস : আদি অন্ত   , আবুল ফিদা হাফিজ ইব্‌ন কাসীর আদ-দামেশ্‌কী রহ. , ইসলামি ইতিহাস ও ঐতিহ্য ,4,"তৎকালীন অারব সমাজের রাজনৈতিক অর্থনৈতিক অবস্থা থেকে শুরু করে সব দিকের গোছানো বর্ণনা এ বইটি। ইসলাম ও মুসলমান সমাজ সম্বন্ধে অনেক অজানা তথ্য জানা যাবে। ইরাক, সিরিয়া, মিশর, সৌদি অারবের তৎকালীন ক্ষমতার দ্বন্দ্ব সব কিছুই জানা যাবে বইটি পড়লে।    ইসলামের ইতিহাস ও ",Rokomari,positive,2,আলবিদায়াওয়াননিহায়া১মখণ্ড(হার্ডকভার)ইসলামেরইতিহাস:আদিঅন্ত
3802,85627, উত্তুরে হাওয়া     , ফজলুল কাশেম , সমকালীন গল্প ,4,এই বইটি বিনামূল্যে হিসাবে পেয়েছে।এই বইটি পেয়ে খুব খুশি।আমি এখনও গল্পগুলি পড়িনি।আমি পড়ার পরে আমার পর্যালোচনা দেব ☺,Rokomari,positive,2,উত্তুরেহাওয়া
3803,83286, ওদের চোখের মোদের ভারত (হার্ডকভার)     , পূর্ণেন্দু পত্রী , পশ্চিমবঙ্গের বই: বিবিধ বই ,4,"মেগাস্থিনিস, ফা হিয়েন, হিউয়েন সাঙ, মার্ক পোলো, ইবনে বতুতা, আল-বিরুণী।এই ছয় পরিব্রাজকের ভারত দর্শন এবং ভারতের জীবনযাত্রা নিয়ে বইটি লেখা। ০৬ পৃষ্ঠার এই বইটিতে অনেক বেশি কিছু প্রত্যাশা করা ভুল হবে। তবে বইটি এই ছয়জন মহান পরিব্রাজকদের ভারতের উপর লেখা বইগুলোর উ",Rokomari,positive,2,ওদেরচোখেরমোদেরভারত(হার্ডকভার)
3804,155706,তুরস্কে পাঁচ দিন,ড. মুসতফা কামাল,ইসলামী সাহিত্য,4,"বইয়ের ব্যাপারে দুই তিনজন থেকে প্রথমে যে রিভিউ পেয়েছিলাম এক কথায় ছিলো, বইটা পড়ার পর থেকে তুরস্কে ঘুরতে যাওয়ার ইচ্ছা প্রবল হলো। আমিও ভাবছিলাম আমারও এমন কোনো ইচ্ছেই হবে হয়তো। আর হবেই না কেনো! যেখানে গেলে দেখা যাবে- ঐতিহাসিক আয়া সোফিয়া মসজিদ, চোখ ধাধানো নীল ম",WafiLife,positive,2,তুরস্কেপাঁচদিন
3805,1720, Easy Method of Learning Bangla Language (Paperback)  , Ankur Sen , Bangla Grammar and Language ,4,বাংলা শেখার জন্য নন-বেঙ্গালি লোকদের জন্য এটি সত্যিই আশ্চর্যজনক বই।এই বইটি লেখার জন্য ধন্যবাদ।,Rokomari,positive,2,EasyMethodofLearningBanglaLanguage(Paperback)
3806,83207, বাবু বৃত্তান্ত ও প্রাসঙ্গিক     , সমর সেন , পশ্চিমবঙ্গের বই: প্রবন্ধ ,4,"' পুরুষাঙ্গ বাঁধা দিয়ে বিলেত যাব না। '  - সমর সেন কবি সমর সেন তার দাদু সাহিত্যিক ও গবেষক ড. দীনেশচন্দ্র সেনকে উদ্দেশ করে উক্তিটি করেছিলেন। সমর সেনের খন্ডিত স্মৃতিকথা 'বাবু বৃত্তান্ত' এবং অন্যান্য প্রবন্ধ নিয়ে এই সুখপাঠ্য গ্রন্থ। নিজের বেড়ে ওঠা, পড়াশোনা, প",Rokomari,positive,2,বাবুবৃত্তান্তওপ্রাসঙ্গিক
3807,47737," সাকসেস সিক্রেটস কালেকশন (হার্ডকভার)  স্টিভ জবস, মার্ক জাকারবার্গ সহ হাইলি ইফেক্টিভ ব্যক্তিত্ব গঠনের সিক্রেট    ", জর্জ ইলিয়ান , ক্যারিয়ার উন্নয়ন ,4,বইটি আসলে খুব ভাল লেগেছে।জীবন গঠনে যে অভ্যাসগুলো রয়েছে তা লেখক কালীপ্রসন্ন দাস এতই নিখুত ভাবে লিখেছেন আমার মনে গেথে গেছে।প্রথমে পড়ার সময় তেমন ভাল লাগেনাই কিন্থু কয়েক পৃষ্টা পড়ার পড় বইটি ভাল লাগতে শুরু করেছে।সম্পর্ণ বইটি পড়তে আমি ২দিন সময় নিয়েছিলাম।পড়ে আরো,Rokomari,positive,2,"সাকসেসসিক্রেটসকালেকশন(হার্ডকভার)স্টিভজবস,মার্কজাকারবার্গসহহাইলিইফেক্টিভব্যক্তিত্বগঠনেরসিক্রেট"
3808,157704,দ্য মার্টায়ার লিডার সুলতান ইমাদউদ্দীন জেঙ্গী রহ.,আসলাম রাহি,ইসলামী ব্যক্তিত্ব,4,"ইতিহাস একটা জাতি ও একজন ব্যক্তির জন্য অনেক বড় ভূমিকা পালন করে। নিজেদের পরিচয়, আত্মমর্যাদা চেনা যায়। অন্যান্য ইতিহাসের তুলনায় ইসলামী ইতিহাসে রয়েছে একদম স্বতন্ত্র বৈশিষ্ট্য। ইসলামী ইতিহাসে যেরকম রয়েছে বর্ণনাসূত্রের বিশুদ্ধতা, তেমনি ঘটনাগুলো থেকে প্রচুর পরিম",WafiLife,positive,2,দ্যমার্টায়ারলিডারসুলতানইমাদউদ্দীনজেঙ্গীরহ.
3809,133834, রামতনু লাহিড়ী ও তৎকালীন বঙ্গসমাজ (হার্ডকভার)     , শিবনাথ শাস্ত্রী ," সাহিত্যিক, শিল্প ও সংগীত ব্যক্তিত্ব ",4,দুর্দান্ত,Rokomari,positive,2,রামতনুলাহিড়ীওতৎকালীনবঙ্গসমাজ(হার্ডকভার)
3810,157979,হাদিয়া শরহে কাফিয়া,মুফতী সাঈদ আহমদ পালনপুরী,বিবিধ বই,4,"আলহামদুলিল্লাহ, বইটি ভালো পেয়েছি এবং তা উপকৃত হচ্ছি। আপনাদের কৃতজ্ঞতা জ্ঞাপন করছি, আল্লাহ আপনাদের উত্তম প্রতিদান দিন….",WafiLife,positive,2,হাদিয়াশরহেকাফিয়া
3811,83929, তাজউদ্দীন আহমদ (হার্ডকভার)     , প্রত্যয় জসীম , ঐতিহাসিক ব্যক্তিত্ব ,4,অনবদ্য ,Rokomari,positive,2,তাজউদ্দীনআহমদ(হার্ডকভার)
3812,134448, সোনালি পোকা (হার্ডকভার)  সায়েন্স ফিকশন   , শেখ আবদুল হাকিম , সায়েন্স ফিকশন ,4,"মাসুদ রানা সিরিজের অনেক বই লেখা হয়েছে শেখ আবদুল হাকিমের মাধ্যমে । তাঁর রচিত 'সোনালি পোকা' বইটি পড়ে করোনাকালে অবসরের সঙ্গী হিসেবে আমার দারুণ সময় কাটিয়েছে । তাঁর এই বইটি একটি বিদেশী কাহিনীর ছায়া অবলম্বনে রচিত । ভাবছি , ভবিষ্যতে রকমারি.ডটকম থেকে শেখ আবদুল হা",Rokomari,positive,2,সোনালিপোকা(হার্ডকভার)সায়েন্সফিকশন
3813,157950,আল কুরআনের আলোকে আরবি ভাষা শিক্ষা পদ্ধতি,মোঃ আবু তাহের,ইসলামী জ্ঞান চর্চা,4,বইটা ভালো কালেক্ট করতে পারলে উপকৃত হতাম।,WafiLife,positive,2,আলকুরআনেরআলোকেআরবিভাষাশিক্ষাপদ্ধতি
3814,133577, শাহবাগ ২০১৩ (হার্ডকভার)     , শাহাদুজ্জামান , সমসাময়িক বাংলাদেশ ,4,"After receiving 7 official phone calls on a day off, i have decided to switch off my grameen phone and switched on the Banglalink number. You know what to do now.In between, গত সন্ধ্যায় একটা অসাধারণ বই পড়লাম। শাহাদুজ্জামানের 'শাহবাগ ২০১৩'। কিছুদিন আগেই তা",Rokomari,positive,2,শাহবাগ২০১৩(হার্ডকভার)
3815,2074, অডিটর ও জুনিয়র অডিটর নিয়োগ সহায়িকা (পেপারব্যাক)     , অজয় সরকার (সম্পাদক) , অন্যান্য চাকরির প্রস্তুতি গাইড ,4,আমি যতদূর পড়েছি এটি একটি সুসংহত,Rokomari,positive,2,অডিটরওজুনিয়রঅডিটরনিয়োগসহায়িকা(পেপারব্যাক)
3816,17086, ধনী হবার উপায় নিয়ে লিখিত বিশ্বের ১০ টি বেস্ট সেলিং বইয়ের সার-সংক্ষেপ (হার্ডকভার)  ধনী হবার উপায় সিরিজ-১   , আব্দুল কাদের (কাউসার) (সম্পাদক) , আত্ম উন্নয়ন ও মোটিভেশন ,4,এটি একটি খুব তথ্যপূর্ণ বই।পাঠকরা সেরা বিক্রয় বই সম্পর্কে ধারণা পেতে পারেন।যেহেতু এটি বইয়ের সংক্ষিপ্তসার- এটি পাঠকদের তাদের পড়ার পছন্দ অনুসারে আরও বই কিনতে বেছে নিতে সহায়তা করবে।,Rokomari,positive,2,ধনীহবারউপায়নিয়েলিখিতবিশ্বের১০টিবেস্টসেলিংবইয়েরসার-সংক্ষেপ(হার্ডকভার)ধনীহবারউপায়সিরিজ-১
3817,152210, চাইল্ড অফ স্টর্ম  , হেনরি রাইডার হ্যাগার্ড ," রহস্য, গোয়েন্দা, ভৌতিক, মিথ, থ্রিলার, ও অ্যাডভেঞ্চার: অনুবাদ ",4,ভালোই লাগসে,Rokomari,positive,2,চাইল্ডঅফস্টর্ম
3818,33123, মডেল টেস্ট-বিএসসি ইন নার্সিং (পেপারব্যাক)     , আসপেক্ট সিরিজ , Nursing ,4,ভাল,Rokomari,positive,2,মডেলটেস্ট-বিএসসিইননার্সিং(পেপারব্যাক)
3819,131423, ধান ভানলে কুঁড়ো দেবো (পেপারব্যাক)  শামসুর রাহমানের ছড়া   , শামসুর রাহমান , বয়স যখন ৮-১২: ছড়া ও কবিতা ,4,আমাদের মতো কবিতা প্রেমিদের জন্য খুব ভালো একটা বই    ,Rokomari,positive,2,ধানভানলেকুঁড়োদেবো(পেপারব্যাক)শামসুররাহমানেরছড়া
3820,49050, মাইক্রোওয়েভ ওভেনে রান্না     , কেকা ফেরদৌসী , রেসিপি ,4,"আমি সাধারণত সিদ্দিকা কবিরের বেস্টসেলার রেসিপি বই ব্যতীত রান্নার কোনও বইয়ের উপর নির্ভর করি না, তবে এটি বেশ ভাল ছিল!আমি টিভিতে কেকা ফেরদৌসির রান্নার অনুষ্ঠানগুলি দেখেছি এবং এই বইটিতে উপস্থিত আমার পছন্দ মতো কিছু রেসিপি দেখে আনন্দিত।আমি আশা করি কিছু রেসিপি আ",Rokomari,positive,2,মাইক্রোওয়েভওভেনেরান্না
3821,149012, এলেবেলে (১ম পর্ব) (হার্ডকভার)     , হুমায়ূন আহমেদ , ব্যঙ্গ ও রম্যরচনা ,4,ভাল,Rokomari,positive,2,এলেবেলে(১মপর্ব)(হার্ডকভার)
3822,124303, তোতা-কাহিনী (পেপারব্যাক)     , রবীন্দ্রনাথ ঠাকুর , শিশু-কিশোর গল্প ,4,বাংলা সাহিত্যে  তিনি উজ্জ্বল নক্ষ। তিনি বাংলা সাহিত্যকে অনন্য উচ্চতায় নিয়ে গিয়েছেন।যাদের সাহিত্য নিয়ে পড়ার আগ্রহ আছে তাদের অবশ্য এই বই পরা উচিত।রকমারিতে বইটি পাওয়া যাবে সুলভ    মুল্যে।বইটি যারা ভালোভাবে পরবে অনেক কিছু যানতে   পারবে।বই পড়ার মজাই আলাদা  ,Rokomari,positive,2,তোতা-কাহিনী(পেপারব্যাক)
3823,39235, অশরীরীজগৎ (পেপারব্যাক)  সত্য হরর কাহিনী   , ইশতিয়াক হাসান , ভৌতিক ও অতিপ্রাকৃত গল্প ,4,বেশ গা ছমছমে কিছু সত্য কাহিনী। ব্যাখ্যাতিত এমন কিছু কাহিনী যা বারবার ভাবায়,Rokomari,positive,2,অশরীরীজগৎ(পেপারব্যাক)সত্যহররকাহিনী
3824,93683, গৌড়ের ইতিহাস (১ম ও ২য় খণ্ড একত্রে) (হার্ডকভার)  বাংলা ভাষার বৃহত্তম বঙ্গের পূর্ণাঙ্গ ইতিহাস   , রজনীকান্ত চক্রবর্তী ," পশ্চিমবঙ্গের বই: রাজনীতি, ইতিহাস ও ঐতিহ্য ",4,"প্রাচীন আমলের গৌড়,  শশাঙ্কের গৌড়, সুলতানি আমলের ঐতিহাসিক গৌড় নগরের আদ্যপান্ত নিয়ে লিখেছেন রজনীকান্ত চক্রবর্তী। যুগ বিচার করে ধারাবাহিকভাবে এগিয়েছে গৌড়ের ইতিহাস বয়ান। তৎকালীন গৌড়ের আর্থিক, সামাজিক এবং রাজনৈতিক পরিবেশ, প্রতিবেশের ইতিবৃত্তের চমৎকার বর্ণনা এই",Rokomari,positive,2,গৌড়েরইতিহাস(১মও২য়খণ্ডএকত্রে)(হার্ডকভার)বাংলাভাষারবৃহত্তমবঙ্গেরপূর্ণাঙ্গইতিহাস
3825,125438, Doraemon ABC Drawing book (পেপারব্যাক)  , Rajib Roy Raju , Children and Teens: Drawing and Music ,4,ভাল,Rokomari,positive,2,DoraemonABCDrawingbook(পেপারব্যাক)
3826,87887, ফ্রানৎস কাফকা গল্পসমগ্র (হার্ডকভার)  ব্র্যাক ব্যাংক - সমকাল সাহিত্য পুরস্কার ২০১৩   , ফ্রানৎস কাফকা , গল্প সমগ্র ,4,খুব ভালো,Rokomari,positive,2,ফ্রানৎসকাফকাগল্পসমগ্র(হার্ডকভার)ব্র্যাকব্যাংক-সমকালসাহিত্যপুরস্কার২০১৩
3827,55501, দ্য পাওয়ার অব সেলফ কনফিডেন্স (হার্ডকভার)     , ব্রায়ান ট্রেসি , অনুবাদ: আত্ম-উন্নয়ন ও মেডিটেশন ,4,খুব সহায়ক বই,Rokomari,positive,2,দ্যপাওয়ারঅবসেলফকনফিডেন্স(হার্ডকভার)
3828,57101, নৈর্ঋত - কমলা (হার্ডকভার)     , জাহিদ হোসেন , থ্রিলার ,4,4.5/5কাহিনি টা প্রথমে একটু স্লো যাচ্ছিলো। কিন্তু আস্তে আস্তে আরও কিছু পেইজ পড়তে পড়তে খুব ভাল লাগে। জাহিদ হোসেন এর লেখা এই প্রথম পড়লাম। খুব সুন্দর করে গুছিয়ে লিখেছেন। অনেক হেসেছি। বিশেষ করে কুণ্ডুর ক্যারেক্টার টা ছিল খুব ফানি ছিল শাফকাত শাহেব ও ।চার মূ,Rokomari,positive,2,নৈর্ঋত-কমলা(হার্ডকভার)
3829,68288, মুক্তিসংগ্রাম ও স্বাধীনতা যুদ্ধ : বাগেরহাট জেলা     , ড. শেখ গাউস মিয়া , জেলা ও সেক্টর-ভিত্তিক মুক্তিযুদ্ধ ,4,এটি বই কেনার জন্য সেরা জায়গা।,Rokomari,positive,2,মুক্তিসংগ্রামওস্বাধীনতাযুদ্ধ:বাগেরহাটজেলা
3830,128836, লাল কাতানের দুঃখ (হার্ডকভার)     , লুৎফর হাসান , সমকালীন উপন্যাস ,4,বুক রিভিউ: লাল কাতানের দুঃখ লেখক: লুৎফর হাসানলাল কাতানের দুঃখ উপন্যাসটিতে মুলত  অল্প  বয়সে  ছেলে- মেয়েদের আবেগের তাড়নায়  যে সম্পর্কের সৃষ্টি  হয়  সেটাই  সুনিপুণ ভাবে ফোটে উঠেছে।উপন্যাসটি পড়তে পড়তে নিজে ও চিন্তিত  ছিলাম।  মেয়েটি যখন  মজনুর কাছে একটা  কাতান,Rokomari,positive,2,লালকাতানেরদুঃখ(হার্ডকভার)
3831,127721, পূর্ণাঙ্গ ছহীহ্‌ নূরানী সুন্নাতী অজিফা     , রূহানী শাইখ হযরত মাওলানা এমামুদ্দীন মোঃ ত্বহা ," দোয়া, দরূদ ও যিকর ",4,বইটি ভালো লেগেছে,Rokomari,positive,2,পূর্ণাঙ্গছহীহ্‌নূরানীসুন্নাতীঅজিফা
3832,30538, আল্লাহর ভালোবাসায় সিক্ত যারা (হার্ডকভার)     , আল্লামা খুররম জাহ মুরাদ , ইসলামি বিবিধ বই ,4,❤❤,Rokomari,positive,2,আল্লাহরভালোবাসায়সিক্তযারা(হার্ডকভার)
3833,152879,ইমানবৃক্ষ,ড. ইয়াসির ক্বাদি,ঈমান ও আকীদা,4,"বইটির চমৎকার দিক হল, ঈমানের জটিল ও কঠিন দিক এড়িয়ে সহজ ভাষায় ঈমানের সুফল নিয়ে আলোচনা করা হয়েছে। ঈমানের শাখা-প্রশাখার সাথে ঈমানের হ্রাস-বৃদ্ধি এবং ঈমান সুরক্ষায় করনীয়–এসব বিষয়ও বইটির মূল আলোচ্য বিষয়।",WafiLife,positive,2,ইমানবৃক্ষ
3834,57565, একুশ শতকের চ্যালেঞ্জ ও যুব মানস (পেপারব্যাক)     , জিয়াউল হক , সমসাময়িক বাংলাদেশ ,4,বইটি পড়ে অনেক কিছু জানতে পেরেছি।ভালো বই।যুব সমাজের সচেতন হওয়ার পড়া উচিত বলে আমি মনে করি।,Rokomari,positive,2,একুশশতকেরচ্যালেঞ্জওযুবমানস(পেপারব্যাক)
3835,6313," বিডিএমও প্রস্তুতি (হার্ডকভার)  গণিত অলিম্পিয়াডের জুনিয়র, মাধ্যমিক ও উচ্চ মাধ্যমিক পর্যায়ের শিক্ষার্থীদের উপযোগী   ", মুনির হাসান , গণিত ,4,দুর্দান্ত,Rokomari,positive,2,"বিডিএমওপ্রস্তুতি(হার্ডকভার)গণিতঅলিম্পিয়াডেরজুনিয়র,মাধ্যমিকওউচ্চমাধ্যমিকপর্যায়েরশিক্ষার্থীদেরউপযোগী"
3836,2186, হিসাব বিচিত্রা -১ম ও ২য় পত্র (সকল বিশ্ববিদ্যালয় ভর্তি পরীক্ষার সহায়ক একমাত্র টেক্সট বুক) (পেপারব্যাক)     , মোঃ বিল্লাল হোসেন , ব্যবসায় শিক্ষা ভর্তি প্রস্তুতি ,4,বিশ্ববিদ্যালয়ে গ ইউনিটে ভর্তি পরীক্ষার জন্য জয়কলি সিরিজের এই বইটি অনেক কার্যকরী।,Rokomari,positive,2,হিসাববিচিত্রা-১মও২য়পত্র(সকলবিশ্ববিদ্যালয়ভর্তিপরীক্ষারসহায়কএকমাত্রটেক্সটবুক)(পেপারব্যাক)
3837,127198," অফিস সহকারী কম্পিউটার অপারেটর, ডাটা এন্ট্রি অপারেটর, অফিস সহায়ক সাঁট মুদ্রাক্ষরিক কাম-কম্পিউটার অপারেটর (প্রশ্নব্যাংক) (পেপারব্যাক)     ", রিভান সম্পাদনা পরিষদ (সম্পাদক) ," ভর্তি, নিয়োগ ও প্রস্তুতি পরীক্ষা: বিবিধ ",4,অফিস সহকারী পদে যারা এপ্লাই করতে চান তাদের জন্য বইটা অনেক উপকারী। কিন্তু একই রকম দুটি প্রশ্নের ভিন্ন যায়গায় ভিন্ন উত্তর রয়েছে। ৬-৭ টি যায়গায় এরকম পেয়েছি। আশা করছি পরবর্তী সংস্করণে এগুলো ঠিক করে নেওয়া হবে। ,Rokomari,positive,2,"অফিসসহকারীকম্পিউটারঅপারেটর,ডাটাএন্ট্রিঅপারেটর,অফিসসহায়কসাঁটমুদ্রাক্ষরিককাম-কম্পিউটারঅপারেটর(প্রশ্নব্যাংক)(পেপারব্যাক)"
3838,55415, কত রঙ কী মজা (পেপারব্যাক)     , জহিরুল ইসলাম , বয়স যখন ০-৪: শিশুতোষ ,4,এটি বাচ্চাদের পড়ার অনুশীলনের জন্য ভাল তবে আমি আশা করি এই বইটিতে আরও কিছুটা অর্থবহ সামগ্রী থাকত।,Rokomari,positive,2,কতরঙকীমজা(পেপারব্যাক)
3839,8030, ফেস্টিভ্যাল (হার্ডকভার)  ফিকশনাল টেলস অফ লাভক্রাপট এন্ড আসিমভ   , এইচ পি লাভক্র্যাফট , থ্রিলার ,4,আসিমভ এবং লাভক্রাফট এর কিছু  ছোটগল্পের অনুবাদ। তবে ভাষাগত দিক থেকে আরেকটু উন্নত করলে অনুবাদটি আরো সাবলীল হতো।,Rokomari,positive,2,ফেস্টিভ্যাল(হার্ডকভার)ফিকশনালটেলসঅফলাভক্রাপটএন্ডআসিমভ
3840,31402, ইসলামে রাষ্ট্র ও সরকার পরিচালনার মূলনীতি (হার্ডকভার)     , আল্লামা মুহাম্মদ আসাদ , ইসলামি বিধি-বিধান ও মাসআলা-মাসায়েল ,4,চিন্তার জন্য দুর্দান্ত খাবার,Rokomari,positive,2,ইসলামেরাষ্ট্রওসরকারপরিচালনারমূলনীতি(হার্ডকভার)
3841,157350,দুঃখের পরে সুখ,আল্লামা জালালউদ্দিন সুয়ূতী,আত্ম উন্নয়ন ও মোটিভেশন,4,"সাধারণ মোটিভেশনাল বইগুলোতে কী থাকে?দুঃখ-যন্ত্রণা-হতাশা থেকে উঠে দাঁড়াও..আবার দৌঁড়াও লক্ষ্যের পিছে.. ব্যার্থতা থেকেই সাফল্যের বীজ জন্ম নিবে,প্রতিযোগিতায় তোমাকে টিকে থাকতেই হবে…।বইগুলো হয়ত পজিটিভ হতে সাহায্য করে,কিন্তু দুনিয়াবী সাফল্যের এবং চাহিদার কি কোন শ",WafiLife,positive,2,দুঃখেরপরেসুখ
3842,135558, এবার কান্ড কেদারনাথে (ফেলুদা কমিকস্) (পেপারব্যাক)  , সত্যজিৎ রায় , পশ্চিমবঙ্গের বই: কমিকস ও ছবির গল্প ,4,"রহস্যকাহিনির দিক থেকে ফেলুদার অন্যান্য মাস্টারপিসের তুলনায় খুব যে আহামরি কিছু তা বলা যাবে না, তবে অ্যাডভেঞ্চার ও প্রাকৃতিক দৃশ্যায়ণের দিক থেকে 'এবার কাণ্ড কেদারনাথে' নিঃসন্দেহে দুর্দান্ত । অবশ্য স্বীকার করতেই হয় শেষের অন্তত একটা টুইস্ট মারাত্মক অচিন্ত্যনী",Rokomari,positive,2,এবারকান্ডকেদারনাথে(ফেলুদাকমিকস্)(পেপারব্যাক)
3843,2978, সহপাঠ - উপন্যাস ও নাটক (একাদশ - দ্বাদশ ও আলিম শ্রেণি) (পেপারব্যাক)     , অধ্যাপক ড. ভীস্মদেব চৌধুরী , উচ্চ মাধ্যমিক বাংলা ,4,ভাল,Rokomari,positive,2,সহপাঠ-উপন্যাসওনাটক(একাদশ-দ্বাদশওআলিমশ্রেণি)(পেপারব্যাক)
3844,127169, অনসূয়া (হার্ডকভার)     , রিফফাত জাহান মীম , সমকালীন উপন্যাস ,4,প্রথমবার রিভিউ লেখার সময় পুরোপুরি নৈর্ব্যক্তিকভাবে লেখা সম্ভব হয়নি! পড়ার গল্প নিয়ে অনেকখানি ক্ষোভ তৈরী হয়েছিলো। এবং লেখার সেই ক্ষোভটুকু রিভিউ এর মধ্য ঢুকে পড়েছিলো! শুধু যে ঢুকে পড়েছিলো সেটিই নয়; একদম সেই ক্ষোভটুকু দিয়েই শুরু করে প্রথম লাইনটি লিখেছিলাম।একদ,Rokomari,positive,2,অনসূয়া(হার্ডকভার)
3845,12537, পলাশি থেকে ধানমন্ডি (হার্ডকভার)     , আবদুল গাফফার চৌধুরী , রাজনৈতিক ও মুক্তিযুদ্ধভিত্তিক উপন্যাস ,4,বঙ্গবন্ধু শেখ  মুজিবর রহমান এর শেষ কয়েকটা দিন এর উপর একটা নাটিকা হল এই বই। বঙ্গবন্ধু কে জানতে তার শেষ কয়েকটা দিনের কর্ম জানতে এটা  অবশ্য পাঠ্য । উনার বিরুদ্ধে কারা ষড়যন্ত্র করছেন এবং কিভাবে করছেন তাদের চরিত্র কেমণ ছিল এটা জানতে হলে এই বই পড়তে হবে। ,Rokomari,positive,2,পলাশিথেকেধানমন্ডি(হার্ডকভার)
3846,48704, উড়তে দেইনা কষ্টের ধুলোবালি  , কুতুব আফতাব , বাংলা কবিতা ,4,এই বইটি সত্যিই দুর্দান্ত ... আমি আশা করি প্রত্যেকে একটি বই কিনে .......,Rokomari,positive,2,উড়তেদেইনাকষ্টেরধুলোবালি
3847,142846," একদিন, এই শহরে (হার্ডকভার)     ", সুস্ময় সুমন , সমকালীন উপন্যাস ,4,"বুক রিভিউ বই - একদিন, এই শহরে লেখক - সুম্ময় সুমনপ্রকাশনী - জোনাকী প্রকাশনপ্রথম প্রকাশ - বইমেলা ২০১৯ প্রচ্ছদ - মানবেন্দ্র সুর মূল্য - ৯০ টাকা পৃষ্ঠা - ৮৭ সবে মাত্র আনিস বিয়ে করেছে, বিয়ের বয়স মাত্র চার মাস। নতুন বউকে বাসায় কার অফিস করতে ভালো লাগে? তাও আবার ",Rokomari,positive,2,"একদিন,এইশহরে(হার্ডকভার)"
3848,85097, মনের নিয়ন্ত্রণ যোগ-মেডিটেশন (হার্ডকভার)     , প্রবীর ঘোষ , মেডিটেশন ও ইয়োগা ,4,"yoga বিষয়ে সমাজে যে মিথ প্রচলিত সেগুলোকে কষে চপেটাঘাত করা হয়েছে বইটিতে। বইটার বিষয়বস্তু ভালো এবং ইন্টারেস্টিং।তবে একটাই নেগেটিভ দিক, বইটার পেজ কোয়ালিটি খুব ভালো মানের না।",Rokomari,positive,2,মনেরনিয়ন্ত্রণযোগ-মেডিটেশন(হার্ডকভার)
